,Unnamed: 0,Date,Country,Activity,Hemispheres,Months,Activities
713,713,30-Dec-2012,AUSTRALIA,Surfing,Hemisphere-S,dec,surfing
715,715,25-Dec-2012,SOUTH AFRICA,Swimming,Hemisphere-S,dec,swimming
716,716,19-Dec-2012,AUSTRALIA,Surfing,Hemisphere-S,dec,surfing
717,717,05-Dec-2012,USA,Surfing,Hemisphere-N,dec,surfing
718,718,02-Dec-2012,AUSTRALIA,Spearfishing,Hemisphere-S,dec,spearfishing
723,723,19-Nov-2012,USA,Surfing,Hemisphere-N,nov,surfing
725,725,04-Nov-2012,USA,Surfing,Hemisphere-N,nov,surfing
726,726,30-Oct-2012,USA,Surfing,Hemisphere-N,oct,surfing
727,727,27-Oct-2012,USA,Swimming,Hemisphere-N,oct,swimming
728,728,23-Oct-2012,USA,Surfing,Hemisphere-N,oct,surfing
730,730,18-Oct-2012,USA,Surfing,Hemisphere-N,oct,surfing
736,736,25-Sep-2012,USA,Surfing,Hemisphere-N,sep,surfing
737,737,24-Sep-2012,USA,Surfing,Hemisphere-N,sep,surfing
738,738,16-Sep-2012,USA,Surfing,Hemisphere-N,sep,surfing
740,740,09-Sep-2012,USA,Surfing,Hemisphere-N,sep,surfing
741,741,08-Sep-2012,USA,Surfing,Hemisphere-N,sep,surfing
742,742,08-Sep-2012,USA,Swimming,Hemisphere-N,sep,swimming
743,743,06-Sep-2012,USA,Surfing,Hemisphere-N,sep,surfing
744,744,06-Sep-2012,USA,Surfing,Hemisphere-N,sep,surfing
745,745,04-Sep-2012,USA,Surfing,Hemisphere-N,sep,surfing
747,747,02-Sep-2012,USA,Spearfishing,Hemisphere-N,sep,spearfishing
748,748,02-Sep-2012,USA,Swimming or boogie boarding,Hemisphere-N,sep,swimming
750,750,28-Aug-2012,AUSTRALIA,Surfing,Hemisphere-S,aug,surfing
752,752,15-Aug-2012,USA,Wading or swimming,Hemisphere-N,aug,swimming
753,753,11-Aug-2012,AUSTRALIA,Fishing,Hemisphere-S,aug,fishing
757,757,31-Jul-2012,USA,Surfing,Hemisphere-N,jul,surfing
758,758,31-Jul-2012,AUSTRALIA,Surfing,Hemisphere-S,jul,surfing
759,759,30-Jul-2012,USA,Surfing,Hemisphere-N,jul,surfing
760,760,30-Jul-2012,USA,Body surfing,Hemisphere-N,jul,surfing
765,765,14-Jul-2012,AUSTRALIA,Surfing,Hemisphere-S,jul,surfing
766,766,08-Jul-2012,USA,Swimming,Hemisphere-N,jul,swimming
770,770,06-Jul-2012,SOUTH AFRICA,Surfing,Hemisphere-S,jul,surfing
772,772,26-Jun-2012,USA,Swimming,Hemisphere-N,jun,swimming
773,773,26-Jun-2012,USA,Surfing,Hemisphere-N,jun,surfing
775,775,22-Jun-2012,AUSTRALIA,Surfing,Hemisphere-S,jun,surfing
776,776,22-Jun-2012,USA,Swimming,Hemisphere-N,jun,swimming
780,780,15-Jun-2012,USA,Fishing,Hemisphere-N,jun,fishing
781,781,14-Jun-2012,USA,Swimming,Hemisphere-N,jun,swimming
782,782,14-Jun-2012,USA,Swimming,Hemisphere-N,jun,swimming
783,783,14-Jun-2012,USA,Swimming,Hemisphere-N,jun,swimming
784,784,14-Jun-2012,USA,Swimming,Hemisphere-N,jun,swimming
785,785,12-Jun-2012,AUSTRALIA,Surfing,Hemisphere-S,jun,surfing
788,788,02-Jun-2012,USA,Surfing,Hemisphere-N,jun,surfing
792,792,23-May-2012,USA,Surfing,Hemisphere-N,may,surfing
793,793,20-May-2012,USA,Kayak Fishing,Hemisphere-N,may,fishing
795,795,12-May-2012,USA,Kayaking / Fishing,Hemisphere-N,may,fishing
796,796,09-May-2012,USA,Swimming,Hemisphere-N,may,swimming
798,798,19-Apr-2012,USA,Surfing,Hemisphere-N,apr,surfing
801,801,03-Apr-2012,USA,Surfing,Hemisphere-N,apr,surfing
804,804,24-Mar-2012,USA,Surfing,Hemisphere-N,mar,surfing
806,806,20-Mar-2012,AUSTRALIA,Surfing,Hemisphere-S,mar,surfing
807,807,15-Mar-2012,USA,Surfing,Hemisphere-N,mar,surfing
808,808,14-Mar-2012,USA,Surfing,Hemisphere-N,mar,surfing
809,809,14-Mar-2012,USA,Surfing,Hemisphere-N,mar,surfing
810,810,06-Mar-2012,NEW ZEALAND,Surfing,Hemisphere-S,mar,surfing
813,813,04-Mar-2012,USA,Kite Surfing,Hemisphere-N,mar,surfing
816,816,26-Feb-2012,USA,Kite Surfing,Hemisphere-N,feb,surfing
817,817,25-Feb-2012,AUSTRALIA,Fishing,Hemisphere-S,feb,fishing
818,818,20-Feb-2012,SOUTH AFRICA,Fishing,Hemisphere-S,feb,fishing
819,819,06-Feb-2012,AUSTRALIA,Surfing,Hemisphere-S,feb,surfing
824,824,18-Jan-2012,AUSTRALIA,Surfing,Hemisphere-S,jan,surfing
825,825,15-Jan-2012,SOUTH AFRICA,Swimming,Hemisphere-S,jan,swimming
826,826,13-Jan-2012,USA,Surfing,Hemisphere-N,jan,surfing
827,827,03-Jan-2012,AUSTRALIA,Surfing,Hemisphere-S,jan,surfing
828,828,02-Jan-2012,AUSTRALIA,Spearfishing,Hemisphere-S,jan,spearfishing
832,832,23-Dec-2011,USA,Surfing,Hemisphere-N,dec,surfing
834,834,21-Dec-2011,SOUTH AFRICA,Kayak Fishing,Hemisphere-S,dec,fishing
835,835,11-Dec-2011,AUSTRALIA,Surfing,Hemisphere-S,dec,surfing
837,837,07-Dec-2011,AUSTRALIA,Surfing,Hemisphere-S,dec,surfing
838,838,06-Dec-2011,USA,Surfing,Hemisphere-N,dec,surfing
839,839,05-Dec-2011,AUSTRALIA,Spearfishing,Hemisphere-S,dec,spearfishing
840,840,02-Dec-2011,AUSTRALIA,Surfing,Hemisphere-S,dec,surfing
842,842,28-Nov-2011,AUSTRALIA,Swimming,Hemisphere-S,nov,swimming
847,847,29-Oct-2011,USA,Surfing,Hemisphere-N,oct,surfing
851,851,20-Oct-2011,USA,Surfing,Hemisphere-N,oct,surfing
853,853,11-Oct-2011,USA,Surfing,Hemisphere-N,oct,surfing
854,854,10-Oct-2011,USA,Surfing,Hemisphere-N,oct,surfing
855,855,09-Oct-2011,AUSTRALIA,Swimming,Hemisphere-S,oct,swimming
857,857,02-Oct-2011,USA,Wade fishing,Hemisphere-N,oct,fishing
859,859,30-Sep-2011,USA,Surfing,Hemisphere-N,sep,surfing
861,861,28-Sep-2011,SOUTH AFRICA,Swimming,Hemisphere-S,sep,swimming
862,862,24-Sep-2011,USA,Spearfishing,Hemisphere-N,sep,spearfishing
867,867,16-Sep-2011,USA,Surfing,Hemisphere-N,sep,surfing
868,868,11-Sep-2011,USA,Surfing,Hemisphere-N,sep,surfing
869,869,11-Sep-2011,PAPUA NEW GUINEA,Kite Surfing,Hemisphere-S,sep,surfing
870,870,04-Sep-2011,USA,Surfing,Hemisphere-N,sep,surfing
872,872,02-Sep-2011,USA,Surfing,Hemisphere-N,sep,surfing
873,873,31-Aug-2011,USA,Surfing,Hemisphere-N,aug,surfing
874,874,28-Aug-2011,AUSTRALIA,Swimming,Hemisphere-S,aug,swimming
875,875,28-Aug-2011,USA,Wade Fishing,Hemisphere-N,aug,fishing
877,877,24-Aug-2011,USA,Surfing,Hemisphere-N,aug,surfing
879,879,23-Aug-2011,SOUTH AFRICA,Surfing,Hemisphere-S,aug,surfing
888,888,11-Aug--2011,USA,Swimming,Hemisphere-N,aug,swimming
892,892,25-Jul-2011,USA,Wade Fishing,Hemisphere-N,jul,fishing
893,893,22-Jul-2011,SOUTH AFRICA,Surfing,Hemisphere-S,jul,surfing
896,896,13-Jul-2011,USA,Surf fishing,Hemisphere-N,jul,fishing
898,898,07-Jul-2011,USA,Swimming,Hemisphere-N,jul,swimming
899,899,07-Jul-2011,USA,Wade Fishing,Hemisphere-N,jul,fishing
906,906,24-Jun-2011,USA,Surfing,Hemisphere-N,jun,surfing
914,914,06-Jun-2011,USA,Spearfishing,Hemisphere-N,jun,spearfishing
918,918,29-May-2011,SOUTH AFRICA,Surfing,Hemisphere-S,may,surfing
919,919,25-May-2011,USA,Surfing,Hemisphere-N,may,surfing
921,921,21-May-2011,SOUTH AFRICA,Spearfishing,Hemisphere-S,may,spearfishing
922,922,13-May-2011,USA,Body surfing,Hemisphere-N,may,surfing
924,924,13-May-2011,USA,Surfing,Hemisphere-N,may,surfing
925,925,10-May-2011,USA,Fishing ,Hemisphere-N,may,fishing
927,927,04-May-2011,SOUTH AFRICA,Spearfishing,Hemisphere-S,may,spearfishing
928,928,26-Apr-2011,USA,Spearfishing,Hemisphere-N,apr,spearfishing
930,930,22-Apr-2011,USA,Surfing ,Hemisphere-N,apr,surfing
931,931,16-Apr-2011,NEW ZEALAND,Surfing,Hemisphere-S,apr,surfing
936,936,23-Mar-2011,AUSTRALIA,Surfing,Hemisphere-S,mar,surfing
941,941,10-Mar-2011,AUSTRALIA,Surfing,Hemisphere-S,mar,surfing
946,946,13-Feb-2011,AUSTRALIA,Fishing,Hemisphere-S,feb,fishing
949,949,02-Feb-2011,SOUTH AFRICA,Surf fishing,Hemisphere-S,feb,fishing
953,953,20-Jan-2011,AUSTRALIA,Swimming,Hemisphere-S,jan,swimming
954,954,15-Jan-2011,SOUTH AFRICA,Surfing,Hemisphere-S,jan,surfing
956,956,03-Jan-2011,AUSTRALIA,Fishing,Hemisphere-S,jan,fishing
959,959,11-Dec-2010,USA,Surfing,Hemisphere-N,dec,surfing
967,967,27-Nov-2010,AUSTRALIA,Swimming,Hemisphere-S,nov,swimming
974,974,28-Oct-2010,USA,Surfing,Hemisphere-N,oct,surfing
977,977,23-Oct-2010,AUSTRALIA,Kite Surfing,Hemisphere-S,oct,surfing
980,980,09-Oct-2010,AUSTRALIA,Surfing,Hemisphere-S,oct,surfing
983,983,01-Oct-2010,SOUTH AFRICA,Surfing,Hemisphere-S,oct,surfing
984,984,27-Sep-2010,USA,Surfing,Hemisphere-N,sep,surfing
985,985,24-Sep-2010,USA,Surfing,Hemisphere-N,sep,surfing
986,986,21-Sep-2010,SOUTH AFRICA,Swimming,Hemisphere-S,sep,swimming
987,987,13-Sep-2010,AUSTRALIA,Surfing,Hemisphere-S,sep,surfing
988,988,07-Sep-2010,USA,Swimming,Hemisphere-N,sep,swimming
990,990,04-Sep-2010,USA,Surfing,Hemisphere-N,sep,surfing
991,991,03-Sep-2010,USA,Surfing,Hemisphere-N,sep,surfing
992,992,03-Sep-2010,USA,Surfing,Hemisphere-N,sep,surfing
996,996,17-Aug-2010,AUSTRALIA,Surfing,Hemisphere-S,aug,surfing
997,997,14-Aug-2010,USA,Kayak Fishing,Hemisphere-N,aug,fishing
998,998,10-Aug-2010,AUSTRALIA,Fishing,Hemisphere-S,aug,fishing
1000,1000,08-Aug-2010,AUSTRALIA,Surfing,Hemisphere-S,aug,surfing
1001,1001,07-Aug-2010,USA,Surfing,Hemisphere-N,aug,surfing
1003,1003,05-Aug-2010,USA,Swimming,Hemisphere-N,aug,swimming
1007,1007,23-Jul-2010,USA,Surfing,Hemisphere-N,jul,surfing
1008,1008,19-Jul-2010,USA,Swimming,Hemisphere-N,jul,swimming
1009,1009,17-Jul-2010,USA,Swimming,Hemisphere-N,jul,swimming
1010,1010,17-Jul-2010,USA,Surfing,Hemisphere-N,jul,surfing
1012,1012,16-Jul-2010,USA,Fishing,Hemisphere-N,jul,fishing
1013,1013,11-Jul-2010,USA,Fishing,Hemisphere-N,jul,fishing
1015,1015,03-Jul-2010,USA,Fishing,Hemisphere-N,jul,fishing
1016,1016,02-Jul-2010,USA,Surfing,Hemisphere-N,jul,surfing
1018,1018,27-Jun-2010,USA,Surfing,Hemisphere-N,jun,surfing
1020,1020,25-Jun-2010,USA,Swimming,Hemisphere-N,jun,swimming
1023,1023,06-Jun-2010,AUSTRALIA,Surfing,Hemisphere-S,jun,surfing
1024,1024,Jun-2010,USA,Surfing,Hemisphere-N,jun,surfing
1025,1025,30-May-2010,USA,Fishing,Hemisphere-N,may,fishing
1028,1028,18-May-2010,AUSTRALIA,Surfing,Hemisphere-S,may,surfing
1032,1032,19-Apr-2010,USA,Surfing,Hemisphere-N,apr,surfing
1033,1033,13-Apr-2010,SOUTH AFRICA,Surfing,Hemisphere-S,apr,surfing
1036,1036,190Feb-2010,NEW ZEALAND,Swimming,Hemisphere-S,feb,swimming
1037,1037,16-Feb-2010,SOUTH AFRICA,Surfing,Hemisphere-S,feb,surfing
1040,1040,11-Feb-2010,AUSTRALIA,Surfing,Hemisphere-S,feb,surfing
1043,1043,06-Feb-2010,USA,Surf fishing / wading,Hemisphere-N,feb,fishing
1048,1048,27-Jan-2010,AUSTRALIA,Surfing,Hemisphere-S,jan,surfing
1050,1050,22-Jan-2010,AUSTRALIA,Surfing,Hemisphere-S,jan,surfing
1056,1056,06-Jan-2010,USA,Spearfishing,Hemisphere-N,jan,spearfishing
1057,1057,05-Jan-2010,SOUTH AFRICA,Surfing,Hemisphere-S,jan,surfing
1059,1059,26-Dec-2009,AUSTRALIA,Swimming,Hemisphere-S,dec,swimming
1062,1062,20-Dec-2009,AUSTRALIA,Spearfishing,Hemisphere-S,dec,spearfishing
1064,1064,18-Dec-2009,SOUTH AFRICA,Surfing,Hemisphere-S,dec,surfing
1065,1065,16-Dec-2009,NEW ZEALAND,Swimming to shore from capsized kayak,Hemisphere-S,dec,swimming
1066,1066,13-Dec-2009,AUSTRALIA,Surfing,Hemisphere-S,dec,surfing
1069,1069,25-Nov-2009,USA,Surfing,Hemisphere-N,nov,surfing
1071,1071,16-Nov-2009,USA,Fishing,Hemisphere-N,nov,fishing
1072,1072,16-Nov-2009,USA,Surfing,Hemisphere-N,nov,surfing
1073,1073,13-Nov-2009,USA,Surfing,Hemisphere-N,nov,surfing
1074,1074,11-Nov-2009,USA,Surfing,Hemisphere-N,nov,surfing
1076,1076,05-Nov-2009,USA,Surfing,Hemisphere-N,nov,surfing
1080,1080,24-Oct-2009,USA,Surfing,Hemisphere-N,oct,surfing
1081,1081,19-Oct-2009,USA,Surfing,Hemisphere-N,oct,surfing
1085,1085,09-Oct-2009,USA,Surfing,Hemisphere-N,oct,surfing
1087,1087,26-Sep-2009,USA,Swimming,Hemisphere-N,sep,swimming
1091,1091,12-Sep-2009,USA,Swimming,Hemisphere-N,sep,swimming
1095,1095,30-Aug-2009,USA,Surfing,Hemisphere-N,aug,surfing
1096,1096,29-Aug-2009,SOUTH AFRICA,Surfing,Hemisphere-S,aug,surfing
1097,1097,25-Aug-2009,USA,Swimming,Hemisphere-N,aug,swimming
1099,1099,10-Aug-2009,USA,Swimming,Hemisphere-N,aug,swimming
1100,1100,06-Aug-2009,USA,Surfing,Hemisphere-N,aug,surfing
1101,1101,01-Aug-2009,USA,Wade Fishing,Hemisphere-N,aug,fishing
1103,1103,30-Jul-2009,AUSTRALIA,Surfing,Hemisphere-S,jul,surfing
1108,1108,22-Jul-2009,USA,Swimming,Hemisphere-N,jul,swimming
1109,1109,22-Jul-2009,USA,Swimming,Hemisphere-N,jul,swimming
1112,1112,11-Jul-2009,USA,Paddle-surfing,Hemisphere-N,jul,surfing
1113,1113,07-Jul-2009,SOUTH AFRICA,Surfing,Hemisphere-S,jul,surfing
1115,1115,04-Jul-2009,USA,Swimming,Hemisphere-N,jul,swimming
1116,1116,27-Jun-2009,AUSTRALIA,Surfing,Hemisphere-S,jun,surfing
1117,1117,21-Jun-2009,USA,Surfing,Hemisphere-N,jun,surfing
1124,1124,25-May-2009,USA,Swimming,Hemisphere-N,may,swimming
1125,1125,17-May-2009,USA,Surfing,Hemisphere-N,may,surfing
1126,1126,16-May-2009,USA,Surfing,Hemisphere-N,may,surfing
1127,1127,16-May-2009,USA,Surfing,Hemisphere-N,may,surfing
1132,1132,21-Apr-2009,USA,Surfing,Hemisphere-N,apr,surfing
1134,1134,19-Apr-2009,USA,Surfing,Hemisphere-N,apr,surfing
1135,1135,17-Apr-2009,USA,Surfing,Hemisphere-N,apr,surfing
1136,1136,11-Apr-2009,USA,Spearfishing,Hemisphere-N,apr,spearfishing
1138,1138,06-Apr-2009,SOUTH AFRICA,Swimming,Hemisphere-S,apr,swimming
1139,1139,06-Apr-2009,USA,Spearfishing,Hemisphere-N,apr,spearfishing
1141,1141,27-Mar-2009,SOUTH AFRICA,Fishing ,Hemisphere-S,mar,fishing
1142,1142,21-Mar-2009,SOUTH AFRICA,Surfing,Hemisphere-S,mar,surfing
1143,1143,20-Mar-2009,AUSTRALIA,Surfing,Hemisphere-S,mar,surfing
1144,1144,19-Mar-2009,AUSTRALIA,Surfing,Hemisphere-S,mar,surfing
1145,1145,19-Mar-2009,AUSTRALIA,Surfing,Hemisphere-S,mar,surfing
1146,1146,18-Mar-2009,USA,Surfing,Hemisphere-N,mar,surfing
1148,1148,17-Mar-2009,USA,Swimming,Hemisphere-N,mar,swimming
1151,1151,02-Mar-2009,SOUTH AFRICA,Fishing,Hemisphere-S,mar,fishing
1152,1152,01-Mar-2009,NEW ZEALAND,Fishing,Hemisphere-S,mar,fishing
1153,1153,01-Mar-2009,AUSTRALIA,Surfing,Hemisphere-S,mar,surfing
1154,1154,22-Feb-2009,AUSTRALIA,Fishing,Hemisphere-S,feb,fishing
1155,1155,18-Feb-2009,AUSTRALIA,Surfing,Hemisphere-S,feb,surfing
1156,1156,12-Feb-2009,AUSTRALIA,Surfing,Hemisphere-S,feb,surfing
1159,1159,07-Feb-2009,AUSTRALIA,Surfing,Hemisphere-S,feb,surfing
1160,1160,07-Feb-2009,AUSTRALIA,Surfing,Hemisphere-S,feb,surfing
1164,1164,24-Jan-2009,NEW ZEALAND,Fishing,Hemisphere-S,jan,fishing
1165,1165,24-Jan-2009,AUSTRALIA,Swimming,Hemisphere-S,jan,swimming
1166,1166,24-Jan-2009,SOUTH AFRICA,Swimming,Hemisphere-S,jan,swimming
1168,1168,18-Jan-2009,AUSTRALIA,Fishing,Hemisphere-S,jan,fishing
1169,1169,16-Jan-2009,NEW ZEALAND,Surfing,Hemisphere-S,jan,surfing
1172,1172,11-Jan-2009,AUSTRALIA,Surfing,Hemisphere-S,jan,surfing
1173,1173,11-Jan-2009,AUSTRALIA,Surfing,Hemisphere-S,jan,surfing
1174,1174,10-Jan-2009,NEW ZEALAND,Fishing,Hemisphere-S,jan,fishing
1176,1176,06-Jan-2009,NEW ZEALAND,Swimming,Hemisphere-S,jan,swimming
1184,1184,14-Dec-2008,NEW ZEALAND,Fishing,Hemisphere-S,dec,fishing
1185,1185,10-Dec-2008,SOUTH AFRICA,Fishing,Hemisphere-S,dec,fishing
1186,1186,06-Dec-2006,AUSTRALIA,Fishing,Hemisphere-S,dec,fishing
1191,1191,09-Nov-2008,AUSTRALIA,Fishing,Hemisphere-S,nov,fishing
1196,1196,12-Oct-2008,AUSTRALIA,Fishing,Hemisphere-S,oct,fishing
1197,1197,11-Oct-2008,AUSTRALIA,Surfing,Hemisphere-S,oct,surfing
1198,1198,08-Oct-2008,USA,Fishing,Hemisphere-N,oct,fishing
1200,1200,28-Sep-2008,USA,Surfing,Hemisphere-N,sep,surfing
1201,1201,28-Sep-2008,USA,Surfing,Hemisphere-N,sep,surfing
1202,1202,15-Sep-2008,AUSTRALIA,Swimming,Hemisphere-S,sep,swimming
1203,1203,14-Sep-2008,USA,Swimming,Hemisphere-N,sep,swimming
1204,1204,09-Sep-2008,USA,Surfing,Hemisphere-N,sep,surfing
1205,1205,08-Sep-2008,USA,Surfing,Hemisphere-N,sep,surfing
1206,1206,07-Sep-2008,AUSTRALIA,Surfing,Hemisphere-S,sep,surfing
1207,1207,06-Sep-2008,USA,Surfing,Hemisphere-N,sep,surfing
1208,1208,06-Sep-2008,USA,Surfing,Hemisphere-N,sep,surfing
1209,1209,01-Sep-2008,USA,Surfing,Hemisphere-N,sep,surfing
1210,1210,Sep-2008,USA,Surfing,Hemisphere-N,sep,surfing
1211,1211,30-Aug-2008,AUSTRALIA,Surfing,Hemisphere-S,aug,surfing
1212,1212,30-Aug-2008,USA,Swimming,Hemisphere-N,aug,swimming
1214,1214,28-Aug-2008,USA,Surfing,Hemisphere-N,aug,surfing
1215,1215,27-Aug-2008,USA,Surfing,Hemisphere-N,aug,surfing
1216,1216,24-Aug-2008,USA,"Swimming, towing surfboard",Hemisphere-N,aug,swimming
1217,1217,24-Aug-2008,USA,Surfing,Hemisphere-N,aug,surfing
1218,1218,20-Aug-2008,USA,Swimming,Hemisphere-N,aug,swimming
1223,1223,30-Jul-2008,AUSTRALIA,Surfing,Hemisphere-S,jul,surfing
1227,1227,26-Jul-2008,USA,Swimming,Hemisphere-N,jul,swimming
1228,1228,25-Jul-2008,USA,Surfing,Hemisphere-N,jul,surfing
1232,1232,23-Jul-2008,USA,Surfing,Hemisphere-N,jul,surfing
1235,1235,13-Jul-2008,USA,Body surfing,Hemisphere-N,jul,surfing
1236,1236,11-Jul-2008,USA,Surfing,Hemisphere-N,jul,surfing
1237,1237,09-Jul-2008,USA,Swimming,Hemisphere-N,jul,swimming
1244,1244,26-Jun-2008,USA,Surfing,Hemisphere-N,jun,surfing
1245,1245,26-Jun-2008,USA,Swimming,Hemisphere-N,jun,swimming
1250,1250,07-Jun-2008,USA,Body surfing,Hemisphere-N,jun,surfing
1252,1252,01-Jun-2008,USA,Body surfing,Hemisphere-N,jun,surfing
1254,1254,26-May-2008,USA,Surfing,Hemisphere-N,may,surfing
1259,1259,10-May-2008,AUSTRALIA,Swimming,Hemisphere-S,may,swimming
1262,1262,01-May-2008,SOUTH AFRICA,Fishing,Hemisphere-S,may,fishing
1264,1264,28-Apr-2008,USA,Surfing,Hemisphere-N,apr,surfing
1265,1265,27-Apr-2008,USA,Surfing,Hemisphere-N,apr,surfing
1267,1267,26-Apr-2008,USA,Surfing,Hemisphere-N,apr,surfing
1268,1268,25-Apr-2008,USA,Swimming,Hemisphere-N,apr,swimming
1269,1269,20-Apr-2008,USA,Surfing,Hemisphere-N,apr,surfing
1273,1273,17-Apr-2008,AUSTRALIA,Surfing,Hemisphere-S,apr,surfing
1274,1274,15-Apr-2008,USA,Surfing,Hemisphere-N,apr,surfing
1279,1279,03-Apr-2008,USA,Walking out of the water after surfing,Hemisphere-N,apr,surfing
1280,1280,28-Mar-2008,SOUTH AFRICA,Fishing from surfski,Hemisphere-S,mar,fishing
1281,1281,28-Mar-2008,USA,Surfing,Hemisphere-N,mar,surfing
1283,1283,23-Mar-2008,USA,Walking out of the water after surfing,Hemisphere-N,mar,surfing
1286,1286,07-Mar-2008,USA,Surfing,Hemisphere-N,mar,surfing
1289,1289,15-Feb-2008,USA,Surfing,Hemisphere-N,feb,surfing
1290,1290,07-Feb-2008,AUSTRALIA,Surfing,Hemisphere-S,feb,surfing
1297,1297,10-Jan-2008,USA,Surfing,Hemisphere-N,jan,surfing
1302,1302,18-Dec-2007,AUSTRALIA,Surfing,Hemisphere-S,dec,surfing
1303,1303,15-Dec-2007,AUSTRALIA,Swimming,Hemisphere-S,dec,swimming
1304,1304,14-Dec-2007,AUSTRALIA,Swimming,Hemisphere-S,dec,swimming
1305,1305,10-Dec-2007,USA,Surfing,Hemisphere-N,dec,surfing
1306,1306,09-Dec-2007,NEW ZEALAND,Surfing,Hemisphere-S,dec,surfing
1308,1308,18-Nov-2007,AUSTRALIA,Fishing,Hemisphere-S,nov,fishing
1309,1309,08-Nov-2007,AUSTRALIA,Surfing,Hemisphere-S,nov,surfing
1310,1310,07-Nov-2007,SOUTH AFRICA,Surfing,Hemisphere-S,nov,surfing
1311,1311,06-Nov-2007,USA,Surfing,Hemisphere-N,nov,surfing
1312,1312,04-Nov-2007,USA,Surfing,Hemisphere-N,nov,surfing
1313,1313,03-Nov-2007,SOUTH AFRICA,Surfing,Hemisphere-S,nov,surfing
1317,1317,13-Oct-2007,AUSTRALIA,Spearfishing,Hemisphere-S,oct,spearfishing
1318,1318,07-Oct-2007,USA,Surfing,Hemisphere-N,oct,surfing
1319,1319,06-Oct-2007,USA,Surfing,Hemisphere-N,oct,surfing
1320,1320,30-Sep-2007,USA,Surfing,Hemisphere-N,sep,surfing
1324,1324,27-Sep-2007,USA,Surfing,Hemisphere-N,sep,surfing
1327,1327,22-Sep-2007,USA,Surfing,Hemisphere-N,sep,surfing
1328,1328,20-Sep-2007,USA,Surfing,Hemisphere-N,sep,surfing
1331,1331,16-Sep-2007,USA,Surfing,Hemisphere-N,sep,surfing
1337,1337,03-Sep-2007,USA,Swimming,Hemisphere-N,sep,swimming
1339,1339,28-Aug-2007,USA,Surfing,Hemisphere-N,aug,surfing
1340,1340,26-Aug-2007,USA,Surfing,Hemisphere-N,aug,surfing
1341,1341,25-Aug-2007,USA,Surfing,Hemisphere-N,aug,surfing
1343,1343,20-Aug-2007,USA,Fishing,Hemisphere-N,aug,fishing
1344,1344,19-Aug-2007,USA,Swimming,Hemisphere-N,aug,swimming
1345,1345,19-Aug-2007,USA,Surfing,Hemisphere-N,aug,surfing
1348,1348,12-Aug-2007,USA,Swimming,Hemisphere-N,aug,swimming
1349,1349,11-Aug-2007,USA,Walking out of the water after surfing,Hemisphere-N,aug,surfing
1350,1350,09-Aug-2007,USA,Swimming,Hemisphere-N,aug,swimming
1353,1353,29-Jul-2007,USA,Surfing,Hemisphere-N,jul,surfing
1354,1354,28-Jul-2007,USA,Surfing,Hemisphere-N,jul,surfing
1356,1356,21-Jul-2007,USA,Kayak Fishing,Hemisphere-N,jul,fishing
1359,1359,18-Jul-2007,USA,Swimming,Hemisphere-N,jul,swimming
1361,1361,17-Jul-2007,USA,Swimming,Hemisphere-N,jul,swimming
1364,1364,05-Jul-2007,USA,Surfing,Hemisphere-N,jul,surfing
1368,1368,30-Jun-2007,USA,Swimming,Hemisphere-N,jun,swimming
1369,1369,25-Jun-2007,USA,Surfing,Hemisphere-N,jun,surfing
1370,1370,24-Jun-2007,USA,Surfing,Hemisphere-N,jun,surfing
1371,1371,17-Jun-2007,USA,Surfing,Hemisphere-N,jun,surfing
1372,1372,12-Jun-2007,USA,Swimming,Hemisphere-N,jun,swimming
1373,1373,05-Jun-2007,AUSTRALIA,Surfing,Hemisphere-S,jun,surfing
1378,1378,12-May-2007,AUSTRALIA,Surfing,Hemisphere-S,may,surfing
1379,1379,10-May-2007,USA,Surfing,Hemisphere-N,may,surfing
1381,1381,08-May-2007,AUSTRALIA,Swimming,Hemisphere-S,may,swimming
1383,1383,07-May-2007,USA,Swimming,Hemisphere-N,may,swimming
1386,1386,26-Apr-2007,AUSTRALIA,Swimming / jumping off a jetty,Hemisphere-S,apr,swimming
1388,1388,20-Apr-2007,USA,Surfing,Hemisphere-N,apr,surfing
1392,1392,31-Mar-2007,USA,Surfing,Hemisphere-N,mar,surfing
1395,1395,21-Mar-2007,USA,Surfing,Hemisphere-N,mar,surfing
1396,1396,20-Mar-2007,AUSTRALIA,Surfing,Hemisphere-S,mar,surfing
1398,1398,12-Mar-2007,AUSTRALIA,Swimming,Hemisphere-S,mar,swimming
1399,1399,11-Mar-2007,USA,Surfing,Hemisphere-N,mar,surfing
1407,1407,19-Jan-2007,AUSTRALIA,Swimming,Hemisphere-S,jan,swimming
1408,1408,14-Jan-2007,SOUTH AFRICA,Swimming / Body Surfing,Hemisphere-S,jan,swimming
1409,1409,09-Jan-2007,AUSTRALIA,Surfing,Hemisphere-S,jan,surfing
1410,1410,07-Jan-2007,USA,Surfing,Hemisphere-N,jan,surfing
1411,1411,01-Jan-2007,USA,Surfing,Hemisphere-N,jan,surfing
1412,1412,18-Dec-2006,AUSTRALIA,Surfing,Hemisphere-S,dec,surfing
1413,1413,11-Dec-2006,NEW ZEALAND,Surfing,Hemisphere-S,dec,surfing
1414,1414,10-Dec-2006,USA,Surfing,Hemisphere-N,dec,surfing
1415,1415,06-Dec-2006,SOUTH AFRICA,Fishing,Hemisphere-S,dec,fishing
